delta.rank	pval	level	nseqs	term	name	p.adj	goDivision
-407	0.0350087446765718	3	74	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	0.132533104847022	MF
776	0.0356881164648435	3	20	GO:0004712	protein serine/threonine/tyrosine kinase activity	0.134366733575285	MF
690	0.036929279619734	2	25	GO:0016247	channel regulator activity	0.138284095967374	MF
-379	0.0378659932001056	2	83	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	0.14034973977423	MF
-401	0.0378883187198937	2	74	GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	0.14034973977423	MF
-1032	0.0382812872240643	2	11	GO:0016803	ether hydrolase activity	0.141047095707916	MF
829	0.0385814025455834	2	17	GO:0043531	ADP binding	0.141396735925037	MF
613	0.0390559822473265	2	31	GO:1902936	phosphatidylinositol bisphosphate binding	0.14233123808036	MF
365	0.0392495431571385	2	88	GO:0005085	guanyl-nucleotide exchange factor activity	0.14233123808036	MF
977	0.040432288326355	2	12	GO:0000146	microfilament motor activity	0.145852600297689	MF
-549	0.0409476857029278	2	38	GO:0005496	steroid binding	0.146942476298527	MF
870	0.0413227519062896	4	15	GO:0004708	MAP kinase kinase activity	0.147520083230226	MF
615	0.0417222227157615	2	30	GO:0005272	sodium channel activity	0.148038107921933	MF
840	0.0418975777137545	2	16	GO:0042169	SH2 domain binding	0.148038107921933	MF
1056	0.0430789195244808	3	10	GO:0003746	translation elongation factor activity	0.151435589552894	MF
809	0.0434860165072239	3	17	GO:0016500	protein-hormone receptor activity	0.152090687175012	MF
260	0.0439249155319948	5	168	GO:0003729	mRNA binding	0.152849832331032	MF
-547	0.0446074372588291	2	37	GO:0003697	single-stranded DNA binding	0.154444845584589	MF
367	0.046676613609946	4	81	GO:0004714	transmembrane receptor protein tyrosine kinase activity	0.160800933886264	MF
-581	0.0469333207222848	3	32	GO:0004521	endoribonuclease activity	0.160880885460966	MF
-388	0.0476102947166599	2	72	GO:0008236	serine-type peptidase activity	0.162393529998904	MF
518	0.0478487519115721	2	40	GO:0005178	integrin binding	0.162402906734351	MF
-1028	0.0489044875404224	2	10	GO:0030983	mismatched DNA binding	0.165172509388976	MF
-290	0.0501607833210519	3	127	GO:0016757	transferase activity, transferring glycosyl groups	0.16674172858268	MF
623	0.0502468008952657	2	27	GO:0061135	endopeptidase regulator activity	0.16674172858268	MF
-315	0.0503359460398569	2	107	GO:0015081	sodium ion transmembrane transporter activity	0.16674172858268	MF
512	0.0505656009638133	5	40	GO:0019003	GDP binding	0.16674172858268	MF
863	0.0505791310214516	3	14	GO:0016722	oxidoreductase activity, oxidizing metal ions	0.16674172858268	MF
-891	0.0518338694223112	3	13	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	0.169820533499454	MF
587	0.052005997922184	3	30	GO:0019955	cytokine binding	0.169820533499454	MF
-397	0.0536831640870682	8	65	GO:0003777	microtubule motor activity	0.174470283282972	MF
-530	0.0544960262942075	2	36	GO:0003899	DNA-directed 5'-3' RNA polymerase activity	0.176280573317882	MF
623	0.0547774711516184	2	26	GO:0015036	disulfide oxidoreductase activity	0.176362979548902	MF
-702	0.0574765532643717	2	20	GO:0004181	metallocarboxypeptidase activity	0.18419230325187	MF
-869	0.0579543189838641	2	13	GO:0016801	hydrolase activity, acting on ether bonds	0.184279793863908	MF
344	0.0580387739745546	3	84	GO:0019199	transmembrane receptor protein kinase activity	0.184279793863908	MF
637	0.0591927376973521	3	24	GO:0019992	diacylglycerol binding	0.187081634281998	MF
935	0.0604900736990982	2	11	GO:0004114	3',5'-cyclic-nucleotide phosphodiesterase activity	0.1903089533273	MF
353	0.0608915664296187	3	78	GO:0051082	unfolded protein binding	0.190701314863669	MF
-672	0.0624910800533798	2	21	GO:0008173	RNA methyltransferase activity	0.194825131931125	MF
334	0.0637218624613237	4	85	GO:0015399;GO:0015405	primary active transmembrane transporter activity	0.197767401963297	MF
784	0.0661345465847462	4	15	GO:0015459	potassium channel regulator activity	0.204334989223723	MF
605	0.0675271934478505	2	25	GO:0004866	endopeptidase inhibitor activity	0.207706411989147	MF
628	0.0686568506156051	2	23	GO:0008188	neuropeptide receptor activity	0.210242533662897	MF
-461	0.0711012917307304	4	42	GO:0034062;GO:0097747	5'-3' RNA polymerase activity	0.214770795054938	MF
-400	0.071268253151344	9	56	GO:0008094	DNA-dependent ATPase activity	0.214770795054938	MF
826	0.0713122979770847	3	13	GO:0015035	protein disulfide oxidoreductase activity	0.214770795054938	MF
396	0.0713824558310318	2	57	GO:0043130	ubiquitin binding	0.214770795054938	MF
535	0.0717930644279226	2	31	GO:0070851	growth factor receptor binding	0.215067049525386	MF
-551	0.072685139202436	2	29	GO:0008307	structural constituent of muscle	0.215634673398926	MF
680	0.0729067515249335	2	19	GO:0008138	protein tyrosine/serine/threonine phosphatase activity	0.215634673398926	MF
-765	0.0729214497851231	6	15	GO:0005254	chloride channel activity	0.215634673398926	MF
189	0.0736698018796934	2	254	GO:0004175	endopeptidase activity	0.216916638867986	MF
887	0.0749142189372507	2	11	GO:0035250;GO:0008378	UDP-galactosyltransferase activity	0.219642114245812	MF
-674	0.0753656467882967	2	19	GO:0005253	anion channel activity	0.22002936710651	MF
-562	0.0773380499820883	5	27	GO:0003725	double-stranded RNA binding	0.223860982437727	MF
481	0.0773919089375967	3	37	GO:0016667	oxidoreductase activity, acting on a sulfur group of donors	0.223860982437727	MF
-441	0.0776527936177311	2	44	GO:0140101	catalytic activity, acting on a tRNA	0.223860982437727	MF
806	0.0787111892025388	3	13	GO:0015280	ligand-gated sodium channel activity	0.225966705668955	MF
-250	0.0806973606098474	2	136	GO:0008237	metallopeptidase activity	0.229374754835395	MF
-335	0.0808037901781711	3	75	GO:0017171	serine hydrolase activity	0.229374754835395	MF
309	0.0808970470609593	2	88	GO:0042277	peptide binding	0.229374754835395	MF
544	0.0819686180436208	3	28	GO:0001653;GO:0008528	peptide receptor activity	0.23146056488547	MF
826	0.083378008423784	2	12	GO:0005021	vascular endothelial growth factor-activated receptor activity	0.234479378791784	MF
-246	0.0838956193399066	2	138	GO:0016791	phosphatase activity	0.23497594197234	MF
465	0.0874058305179174	2	37	GO:0061134	peptidase regulator activity	0.243816264076296	MF
-213	0.0898952119851461	2	178	GO:0042578	phosphoric ester hydrolase activity	0.249749197813571	MF
803	0.0923270321752661	4	12	GO:0004322;GO:0016724	oxidoreductase activity, oxidizing metal ions, oxygen as acceptor	0.255475201480957	MF
-531	0.0952892937609492	2	27	GO:0019213	deacetylase activity	0.261695003500356	MF
421	0.0953344642650063	3	43	GO:0051087	chaperone binding	0.261695003500356	MF
663	0.0983248838523182	2	17	GO:0036442	proton-exporting ATPase activity	0.268832718151775	MF
-516	0.0990512221947576	2	28	GO:0016859	cis-trans isomerase activity	0.269360848983544	MF
525	0.0992999356194779	2	27	GO:0008013	beta-catenin binding	0.269360848983544	MF
-467	0.0996964974357412	3	34	GO:0019842	vitamin binding	0.269376026404807	MF
-640	0.100573190742954	2	18	GO:0004532	exoribonuclease activity	0.270683314148029	MF
-606	0.101269104679921	2	20	GO:0016645	oxidoreductase activity, acting on the CH-NH group of donors	0.271495770912317	MF
675	0.102172499213192	5	16	GO:0046527	glucosyltransferase activity	0.272856015340656	MF
-500	0.103398270458961	2	29	GO:0015485	cholesterol binding	0.275063352688124	MF
712	0.106993620940053	2	14	GO:0005172	vascular endothelial growth factor receptor binding	0.283183108812609	MF
306	0.107945205654648	2	76	GO:0043492	ATPase activity, coupled to movement of substances	0.283183108812609	MF
-542	0.108012979249663	5	24	GO:0000049	tRNA binding	0.283183108812609	MF
-542	0.108094568385655	2	24	GO:1901682	sulfur compound transmembrane transporter activity	0.283183108812609	MF
-134	0.109134257814812	2	419	GO:0016491	oxidoreductase activity	0.283799027398507	MF
707	0.109271813815308	2	14	GO:0030296	protein tyrosine kinase activator activity	0.283799027398507	MF
124	0.110075027402717	1	493	GO:0140110	transcription regulator activity	0.283799027398507	MF
550	0.110568360012196	3	23	GO:0051119	sugar transmembrane transporter activity	0.283799027398507	MF
-527	0.110761751636522	2	25	GO:0019888	protein phosphatase regulator activity	0.283799027398507	MF
-679	0.111251570515067	2	15	GO:0005381	iron ion transmembrane transporter activity	0.283799027398507	MF
385	0.111282819943839	5	47	GO:1901981	phosphatidylinositol phosphate binding	0.283799027398507	MF
791	0.112036164318286	2	11	GO:0016668	oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor	0.283799027398507	MF
-261	0.112036771338743	5	103	GO:0004386	helicase activity	0.283799027398507	MF
-457	0.112506165245259	2	33	GO:0032934	sterol binding	0.283944131333273	MF
-243	0.114900774535308	2	117	GO:0050662	coenzyme binding	0.288929319908129	MF
-630	0.115697889394332	3	17	GO:0090482	vitamin transmembrane transporter activity	0.289875802882526	MF
-627	0.117722587807938	2	17	GO:0015193	L-proline transmembrane transporter activity	0.293879938404599	MF
-384	0.119544243886938	2	45	GO:0003678	DNA helicase activity	0.295732478969917	MF
505	0.1196032597488	3	26	GO:0030414	peptidase inhibitor activity	0.295732478969917	MF
-561	0.119790631645525	2	21	GO:0015296	anion:cation symporter activity	0.295732478969917	MF
685	0.120543708939228	2	14	GO:0042805	actinin binding	0.295732478969917	MF
-469	0.120610778796149	2	30	GO:0004003	ATP-dependent DNA helicase activity	0.295732478969917	MF
143	0.122673063916828	2	338	GO:0042803	protein homodimerization activity	0.299722485952817	MF
383	0.124925403904609	4	44	GO:0030165	PDZ domain binding	0.304103006346836	MF
-702	0.125348699277941	4	13	GO:0016646	oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor	0.304103006346836	MF
-362	0.12608682225784	3	49	GO:0015103	inorganic anion transmembrane transporter activity	0.304820422932111	MF
726	0.128112392590126	3	12	GO:0033691	sialic acid binding	0.308287769241771	MF
120	0.128608760088792	3	480	GO:0017111	nucleoside-triphosphatase activity	0.308287769241771	MF
670	0.128863392658389	5	14	GO:0061980	regulatory RNA binding	0.308287769241771	MF
370	0.130010449261474	2	46	GO:0017022	myosin binding	0.309955707754864	MF
-489	0.131444624979681	5	26	GO:0015108	chloride transmembrane transporter activity	0.312294298658621	MF
268	0.133162151905336	2	87	GO:0005096	GTPase activator activity	0.315287706744936	MF
743	0.135944999217787	2	11	GO:0032500;GO:0050700	muramyl dipeptide binding	0.319801766895777	MF
742	0.136041065353852	3	11	GO:0015450	P-P-bond-hydrolysis-driven protein transmembrane transporter activity	0.319801766895777	MF
-192	0.136461131302407	5	168	GO:0003690	double-stranded DNA binding	0.319801766895777	MF
678	0.138955205451984	2	13	GO:0030291	protein serine/threonine kinase inhibitor activity	0.324542835784464	MF
-445	0.140691666353351	3	30	GO:0030492	hemoglobin binding	0.327112602197663	MF
140	0.141004996883463	2	320	GO:0003700	DNA-binding transcription factor activity	0.327112602197663	MF
-588	0.142590911742575	3	17	GO:0016896	exoribonuclease activity, producing 5'-phosphomonoesters	0.329681671780652	MF
-625	0.143166346487004	10	15	GO:0008559	xenobiotic transmembrane transporting ATPase activity	0.32990505929614	MF
-603	0.144104641827961	2	16	GO:0015187	glycine transmembrane transporter activity	0.330960327398217	MF
-263	0.145249384148178	2	85	GO:0008026;GO:0070035	ATP-dependent helicase activity	0.332481148432208	MF
663	0.148120222548488	2	13	GO:0005385	zinc ion transmembrane transporter activity	0.337929911708305	MF
685	0.150720291948178	2	12	GO:0005548	phospholipid transporter activity	0.342727000502623	MF
-747	0.15271780326104	5	10	GO:0030515	snoRNA binding	0.34531988755342	MF
473	0.152947852737462	-1	25	GO:0004221	obsolete ubiquitin thiolesterase activity	0.34531988755342	MF
-454	0.153364130030982	3	27	GO:0003755	peptidyl-prolyl cis-trans isomerase activity	0.34531988755342	MF
327	0.155442672929503	3	52	GO:0004497	monooxygenase activity	0.348859940222891	MF
537	0.156947344103756	4	19	GO:0008046	axon guidance receptor activity	0.351093247037298	MF
702	0.158801107733962	3	11	GO:0005248	voltage-gated sodium channel activity	0.35409049588576	MF
272	0.159355554622402	3	74	GO:0042626	ATPase activity, coupled to transmembrane movement of substances	0.354180571402693	MF
-734	0.159889582220333	3	10	GO:0030020	extracellular matrix structural constituent conferring tensile strength	0.354224830063696	MF
463	0.161101546165525	4	25	GO:0031625;GO:0044389	ubiquitin-like protein ligase binding	0.355765914448868	MF
-513	0.164772301909462	2	20	GO:0005125	cytokine activity	0.360930309552539	MF
636	0.165042274094015	4	13	GO:0004707	MAP kinase activity	0.360930309552539	MF
592	0.165296646685933	4	15	GO:0008553	proton-exporting ATPase activity, phosphorylative mechanism	0.360930309552539	MF
592	0.165535526587231	4	15	GO:0050681	androgen receptor binding	0.360930309552539	MF
-555	0.166384125080744	3	17	GO:0042910	xenobiotic transmembrane transporter activity	0.361636158298526	MF
-298	0.1681279656476	2	59	GO:0016298	lipase activity	0.362436285262673	MF
657	0.168321524209484	2	12	GO:0035198	miRNA binding	0.362436285262673	MF
-403	0.168330350194565	3	32	GO:0050661	NADP binding	0.362436285262673	MF
605	0.170472079929421	-1	14	GO:0001191	obsolete transcriptional repressor activity, RNA polymerase II transcription factor binding	0.365297817826475	MF
-462	0.170719734891328	1	24	GO:0038024	cargo receptor activity	0.365297817826475	MF
394	0.171412475746683	2	33	GO:0015297	antiporter activity	0.36564456900763	MF
-107	0.17216013999236	2	483	GO:0015318	inorganic molecular entity transmembrane transporter activity	0.366105976712148	MF
-417	0.174636362723254	6	29	GO:0030145	manganese ion binding	0.370229088973298	MF
646	0.175242819574107	6	12	GO:0004112	cyclic-nucleotide phosphodiesterase activity	0.370375161615214	MF
641	0.178782102632183	5	12	GO:0051721	protein phosphatase 2A binding	0.376699904322856	MF
640	0.179462238648783	4	12	GO:0015215	nucleotide transmembrane transporter activity	0.376980129356742	MF
609	0.183601890291461	5	13	GO:0032027	myosin light chain binding	0.384503654744124	MF
-630	0.186544853183007	2	12	GO:0005527;GO:0005528	macrolide binding	0.387183176577903	MF
-304	0.186635888746441	2	52	GO:0051213	dioxygenase activity	0.387183176577903	MF
629	0.186895555686433	2	12	GO:0035251	UDP-glucosyltransferase activity	0.387183176577903	MF
689	0.187129169521686	2	10	GO:0030898	actin-dependent ATPase activity	0.387183176577903	MF
-101	0.191142768231538	2	502	GO:0015075	ion transmembrane transporter activity	0.394249569406602	MF
-312	0.191688832730351	3	48	GO:0016811	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides	0.394249569406602	MF
-569	0.19781104532826	3	14	GO:0005251	delayed rectifier potassium channel activity	0.405630387592771	MF
-370	0.19888933246835	3	33	GO:0019208	phosphatase regulator activity	0.406631305847754	MF
401	0.199546322209058	2	28	GO:0043621	protein self-association	0.406767502964618	MF
-513	0.200966429568941	2	17	GO:0140103	catalytic activity, acting on a glycoprotein	0.408453893725665	MF
602	0.206563614625875	5	12	GO:0005545	1-phosphatidylinositol binding	0.418595089638906	MF
576	0.208615561733267	5	13	GO:0070002	glutamic-type peptidase activity	0.421151267671524	MF
489	0.209047508771642	3	18	GO:0005048	signal sequence binding	0.421151267671524	MF
-624	0.209908488001408	3	11	GO:0016846	carbon-sulfur lyase activity	0.421425639098624	MF
553	0.210757912291702	2	14	GO:0030159	receptor signaling complex scaffold activity	0.421425639098624	MF
141	0.211340196069229	2	221	GO:0008134	transcription factor binding	0.421425639098624	MF
-371	0.211630291913097	3	31	GO:0008276	protein methyltransferase activity	0.421425639098624	MF
287	0.212532427097718	2	52	GO:0030594	neurotransmitter receptor activity	0.422002427292011	MF
-223	0.216203025350957	2	85	GO:0003774	motor activity	0.428057139272441	MF
558	0.223223419867904	7	13	GO:0008143	poly(A) binding	0.440690361859558	MF
-473	0.224373254665107	3	18	GO:0005277;GO:1901375	acetylcholine transmembrane transporter activity	0.441694778469311	MF
633	0.225629289197254	3	10	GO:0032452	histone demethylase activity	0.442901938053869	MF
-601	0.22778845858308	2	11	GO:0003896	DNA primase activity	0.44520293608995	MF
102	0.228093811959002	2	412	GO:0046983	protein dimerization activity	0.44520293608995	MF
422	0.231358275247185	5	22	GO:0004745	retinol dehydrogenase activity	0.449551006572405	MF
-528	0.231626425737596	6	14	GO:0008239	dipeptidyl-peptidase activity	0.449551006572405	MF
463	0.234238010280789	2	18	GO:0017147	Wnt-protein binding	0.453342665964785	MF
221	0.237181498398516	2	79	GO:0035091	phosphatidylinositol binding	0.456399635324509	MF
98	0.237715430735986	2	429	GO:0042802	identical protein binding	0.456399635324509	MF
177	0.238091234639186	2	123	GO:0033218	amide binding	0.456399635324509	MF
-276	0.238921523508827	2	50	GO:0005200	structural constituent of cytoskeleton	0.456399635324509	MF
-615	0.239129562194699	2	10	GO:0017056	structural constituent of nuclear pore	0.456399635324509	MF
-613	0.240817873484777	3	10	GO:0004879;GO:0098531	nuclear receptor activity	0.458195699742133	MF
314	0.241870617066652	2	38	GO:0019783	ubiquitin-like protein-specific protease activity	0.458195699742133	MF
91	0.242065652693957	2	498	GO:0016462	pyrophosphatase activity	0.458195699742133	MF
-322	0.243530321947804	5	36	GO:0008170	N-methyltransferase activity	0.459705183074074	MF
437	0.24953424447119	-1	19	GO:0001190	obsolete transcriptional activator activity, RNA polymerase II transcription factor binding	0.469743130918315	MF
